CustomerKey,CustomerID,CustomerName,Gender,AgeGroup,City,Region,Country,CustomerSegment,LoyaltyTier
86,C00086,Customer 86,F,50+,Hyderabad,Central,India,Consumer,Silver
87,C00087,Customer 87,F,50+,Hyderabad,Central,India,Corporate,Silver
88,C00088,Customer 88,F,36-50,Kolkata,East,India,Corporate,Gold
89,C00089,Customer 89,F,26-35,Mumbai,West,India,Consumer,Bronze
90,C00090,Customer 90,M,36-50,Mumbai,West,India,Consumer,Gold
91,C00091,Customer 91,M,26-35,Delhi,North,India,Consumer,Silver
92,C00092,Customer 92,M,50+,Bengaluru,South,India,Consumer,Silver
93,C00093,Customer 93,M,26-35,Kolkata,East,India,Corporate,Bronze
94,C00094,Customer 94,M,50+,Hyderabad,Central,India,Consumer,Gold
95,C00095,Customer 95,F,50+,Mumbai,West,India,Consumer,Silver
96,C00096,Customer 96,M,50+,Hyderabad,Central,India,Consumer,Bronze
97,C00097,Customer 97,F,36-50,Delhi,North,India,Consumer,Silver
98,C00098,Customer 98,F,26-35,Bengaluru,South,India,Small Business,Silver
99,C00099,Customer 99,M,18-25,Kolkata,East,India,Consumer,Bronze
100,C00100,Customer 100,M,18-25,Kolkata,East,India,Consumer,Bronze
101,C00101,Customer 101,F,36-50,Kolkata,East,India,Corporate,Bronze
102,C00102,Customer 102,F,18-25,Kolkata,East,India,Consumer,Silver
103,C00103,Customer 103,F,26-35,Delhi,North,India,Consumer,Silver
104,C00104,Customer 104,M,26-35,Delhi,North,India,Consumer,Bronze
105,C00105,Customer 105,M,26-35,Bengaluru,South,India,Consumer,Bronze
106,C00106,Customer 106,F,36-50,Bengaluru,South,India,Corporate,Bronze
107,C00107,Customer 107,M,26-35,Hyderabad,Central,India,Small Business,Bronze
108,C00108,Customer 108,F,50+,Delhi,North,India,Consumer,Silver
109,C00109,Customer 109,M,18-25,Delhi,North,India,Consumer,Bronze
110,C00110,Customer 110,M,18-25,Hyderabad,Central,India,Consumer,Bronze
111,C00111,Customer 111,M,36-50,Mumbai,West,India,Consumer,Bronze
112,C00112,Customer 112,M,50+,Kolkata,East,India,Small Business,Silver
113,C00113,Customer 113,M,50+,Kolkata,East,India,Consumer,Silver
114,C00114,Customer 114,F,50+,Mumbai,West,India,Consumer,Silver
115,C00115,Customer 115,F,26-35,Mumbai,West,India,Corporate,Bronze
116,C00116,Customer 116,M,50+,Kolkata,East,India,Consumer,Silver
117,C00117,Customer 117,M,50+,Mumbai,West,India,Corporate,Bronze
118,C00118,Customer 118,F,36-50,Bengaluru,South,India,Consumer,Gold
119,C00119,Customer 119,M,26-35,Mumbai,West,India,Consumer,Silver
120,C00120,Customer 120,M,50+,Kolkata,East,India,Consumer,Bronze
121,C00121,Customer 121,M,36-50,Delhi,North,India,Consumer,Silver
122,C00122,Customer 122,F,50+,Mumbai,West,India,Consumer,Bronze
123,C00123,Customer 123,F,36-50,Hyderabad,Central,India,Corporate,Bronze
124,C00124,Customer 124,M,18-25,Mumbai,West,India,Corporate,Bronze
125,C00125,Customer 125,M,26-35,Hyderabad,Central,India,Consumer,Bronze
126,C00126,Customer 126,F,18-25,Hyderabad,Central,India,Corporate,Bronze
127,C00127,Customer 127,M,36-50,Mumbai,West,India,Consumer,Silver
128,C00128,Customer 128,M,18-25,Mumbai,West,India,Consumer,Silver
129,C00129,Customer 129,F,18-25,Bengaluru,South,India,Corporate,Silver
130,C00130,Customer 130,F,50+,Kolkata,East,India,Consumer,Platinum
131,C00131,Customer 131,F,18-25,Mumbai,West,India,Corporate,Bronze
132,C00132,Customer 132,M,26-35,Delhi,North,India,Consumer,Silver
133,C00133,Customer 133,M,26-35,Mumbai,West,India,Consumer,Silver
134,C00134,Customer 134,M,50+,Hyderabad,Central,India,Consumer,Bronze
135,C00135,Customer 135,F,36-50,Hyderabad,Central,India,Consumer,Bronze
136,C00136,Customer 136,M,26-35,Delhi,North,India,Consumer,Bronze
137,C00137,Customer 137,M,18-25,Bengaluru,South,India,Consumer,Bronze
138,C00138,Customer 138,F,36-50,Hyderabad,Central,India,Consumer,Bronze
139,C00139,Customer 139,F,18-25,Mumbai,West,India,Consumer,Gold
140,C00140,Customer 140,M,50+,Hyderabad,Central,India,Consumer,Bronze
141,C00141,Customer 141,F,26-35,Bengaluru,South,India,Consumer,Bronze
142,C00142,Customer 142,F,50+,Mumbai,West,India,Consumer,Silver
143,C00143,Customer 143,F,50+,Kolkata,East,India,Consumer,Silver
144,C00144,Customer 144,F,36-50,Kolkata,East,India,Consumer,Bronze
145,C00145,Customer 145,M,36-50,Hyderabad,Central,India,Consumer,Silver
146,C00146,Customer 146,F,50+,Bengaluru,South,India,Small Business,Bronze
147,C00147,Customer 147,F,50+,Hyderabad,Central,India,Small Business,Bronze
148,C00148,Customer 148,F,36-50,Kolkata,East,India,Consumer,Gold
149,C00149,Customer 149,F,50+,Mumbai,West,India,Consumer,Gold
150,C00150,Customer 150,M,50+,Hyderabad,Central,India,Consumer,Bronze
151,C00151,Customer 151,F,18-25,Delhi,North,India,Consumer,Silver
152,C00152,Customer 152,M,26-35,Kolkata,East,India,Consumer,Silver
153,C00153,Customer 153,F,18-25,Kolkata,East,India,Consumer,Silver
154,C00154,Customer 154,F,50+,Mumbai,West,India,Consumer,Platinum
155,C00155,Customer 155,M,26-35,Hyderabad,Central,India,Consumer,Bronze
156,C00156,Customer 156,M,26-35,Kolkata,East,India,Small Business,Gold
157,C00157,Customer 157,M,26-35,Kolkata,East,India,Consumer,Silver
158,C00158,Customer 158,F,50+,Hyderabad,Central,India,Corporate,Platinum
159,C00159,Customer 159,F,26-35,Bengaluru,South,India,Consumer,Gold
160,C00160,Customer 160,M,18-25,Hyderabad,Central,India,Consumer,Silver
161,C00161,Customer 161,F,36-50,Kolkata,East,India,Corporate,Bronze
162,C00162,Customer 162,F,26-35,Mumbai,West,India,Consumer,Bronze
163,C00163,Customer 163,F,50+,Mumbai,West,India,Small Business,Gold
164,C00164,Customer 164,F,26-35,Bengaluru,South,India,Corporate,Bronze
165,C00165,Customer 165,F,50+,Mumbai,West,India,Consumer,Silver
166,C00166,Customer 166,F,18-25,Bengaluru,South,India,Consumer,Platinum
167,C00167,Customer 167,M,50+,Mumbai,West,India,Consumer,Gold
168,C00168,Customer 168,M,50+,Delhi,North,India,Corporate,Platinum
169,C00169,Customer 169,F,36-50,Delhi,North,India,Consumer,Silver
170,C00170,Customer 170,F,50+,Delhi,North,India,Small Business,Silver
171,C00171,Customer 171,M,18-25,Kolkata,East,India,Consumer,Silver
172,C00172,Customer 172,M,18-25,Mumbai,West,India,Consumer,Bronze
173,C00173,Customer 173,F,26-35,Delhi,North,India,Consumer,Gold
174,C00174,Customer 174,F,18-25,Delhi,North,India,Consumer,Bronze
175,C00175,Customer 175,M,50+,Bengaluru,South,India,Consumer,Silver
176,C00176,Customer 176,M,18-25,Bengaluru,South,India,Consumer,Bronze
177,C00177,Customer 177,F,26-35,Bengaluru,South,India,Consumer,Silver
178,C00178,Customer 178,F,18-25,Kolkata,East,India,Corporate,Bronze
179,C00179,Customer 179,M,18-25,Mumbai,West,India,Consumer,Bronze
180,C00180,Customer 180,F,50+,Hyderabad,Central,India,Consumer,Bronze
181,C00181,Customer 181,M,50+,Mumbai,West,India,Corporate,Bronze
182,C00182,Customer 182,F,36-50,Kolkata,East,India,Small Business,Bronze
183,C00183,Customer 183,F,18-25,Kolkata,East,India,Consumer,Silver
184,C00184,Customer 184,F,36-50,Delhi,North,India,Corporate,Bronze
185,C00185,Customer 185,M,26-35,Mumbai,West,India,Consumer,Silver
186,C00186,Customer 186,M,18-25,Bengaluru,South,India,Consumer,Bronze
187,C00187,Customer 187,F,26-35,Hyderabad,Central,India,Consumer,Bronze
188,C00188,Customer 188,M,26-35,Kolkata,East,India,Consumer,Silver
189,C00189,Customer 189,F,26-35,Mumbai,West,India,Consumer,Gold
190,C00190,Customer 190,F,36-50,Kolkata,East,India,Corporate,Bronze
191,C00191,Customer 191,M,26-35,Delhi,North,India,Corporate,Silver
192,C00192,Customer 192,F,18-25,Kolkata,East,India,Corporate,Bronze
193,C00193,Customer 193,M,50+,Hyderabad,Central,India,Consumer,Silver
194,C00194,Customer 194,F,36-50,Mumbai,West,India,Consumer,Bronze
195,C00195,Customer 195,F,26-35,Delhi,North,India,Consumer,Silver
196,C00196,Customer 196,F,50+,Kolkata,East,India,Consumer,Bronze
197,C00197,Customer 197,F,50+,Delhi,North,India,Consumer,Bronze
198,C00198,Customer 198,M,50+,Hyderabad,Central,India,Consumer,Silver
199,C00199,Customer 199,F,26-35,Hyderabad,Central,India,Corporate,Silver
200,C00200,Customer 200,F,36-50,Kolkata,East,India,Consumer,Bronze
201,C00201,Customer 201,F,26-35,Kolkata,East,India,Corporate,Bronze
202,C00202,Customer 202,F,18-25,Mumbai,West,India,Consumer,Bronze
203,C00203,Customer 203,F,18-25,Delhi,North,India,Consumer,Silver
204,C00204,Customer 204,M,18-25,Hyderabad,Central,India,Corporate,Bronze
205,C00205,Customer 205,M,18-25,Bengaluru,South,India,Corporate,Silver
206,C00206,Customer 206,M,26-35,Hyderabad,Central,India,Consumer,Bronze
207,C00207,Customer 207,M,36-50,Hyderabad,Central,India,Corporate,Bronze
208,C00208,Customer 208,F,26-35,Bengaluru,South,India,Consumer,Gold
209,C00209,Customer 209,M,36-50,Bengaluru,South,India,Corporate,Bronze
210,C00210,Customer 210,M,26-35,Mumbai,West,India,Consumer,Bronze
211,C00211,Customer 211,M,18-25,Kolkata,East,India,Consumer,Silver
212,C00212,Customer 212,M,50+,Hyderabad,Central,India,Consumer,Gold
213,C00213,Customer 213,F,50+,Delhi,North,India,Consumer,Bronze
214,C00214,Customer 214,F,50+,Kolkata,East,India,Consumer,Bronze
215,C00215,Customer 215,M,18-25,Kolkata,East,India,Consumer,Bronze
216,C00216,Customer 216,F,36-50,Bengaluru,South,India,Consumer,Silver
217,C00217,Customer 217,F,50+,Mumbai,West,India,Consumer,Silver
218,C00218,Customer 218,M,50+,Hyderabad,Central,India,Consumer,Bronze
219,C00219,Customer 219,F,50+,Mumbai,West,India,Consumer,Bronze
220,C00220,Customer 220,F,36-50,Kolkata,East,India,Consumer,Bronze
221,C00221,Customer 221,M,18-25,Kolkata,East,India,Corporate,Bronze
222,C00222,Customer 222,F,26-35,Delhi,North,India,Consumer,Silver
223,C00223,Customer 223,F,18-25,Hyderabad,Central,India,Consumer,Gold
224,C00224,Customer 224,M,36-50,Kolkata,East,India,Consumer,Bronze
225,C00225,Customer 225,M,26-35,Hyderabad,Central,India,Consumer,Bronze
226,C00226,Customer 226,F,36-50,Delhi,North,India,Consumer,Bronze
227,C00227,Customer 227,F,18-25,Bengaluru,South,India,Consumer,Silver
228,C00228,Customer 228,M,26-35,Mumbai,West,India,Consumer,Silver
229,C00229,Customer 229,F,18-25,Mumbai,West,India,Consumer,Bronze
230,C00230,Customer 230,M,26-35,Kolkata,East,India,Corporate,Platinum
231,C00231,Customer 231,M,50+,Delhi,North,India,Consumer,Bronze
232,C00232,Customer 232,F,36-50,Mumbai,West,India,Corporate,Silver
233,C00233,Customer 233,M,26-35,Delhi,North,India,Consumer,Silver
234,C00234,Customer 234,F,50+,Delhi,North,India,Consumer,Bronze
235,C00235,Customer 235,F,36-50,Kolkata,East,India,Consumer,Silver
236,C00236,Customer 236,F,18-25,Mumbai,West,India,Consumer,Silver
237,C00237,Customer 237,F,18-25,Kolkata,East,India,Consumer,Platinum
238,C00238,Customer 238,M,26-35,Delhi,North,India,Consumer,Bronze
239,C00239,Customer 239,F,36-50,Bengaluru,South,India,Consumer,Bronze
240,C00240,Customer 240,M,26-35,Kolkata,East,India,Consumer,Silver
241,C00241,Customer 241,F,18-25,Hyderabad,Central,India,Consumer,Silver
242,C00242,Customer 242,M,50+,Kolkata,East,India,Small Business,Gold
243,C00243,Customer 243,F,50+,Hyderabad,Central,India,Corporate,Bronze
244,C00244,Customer 244,F,18-25,Delhi,North,India,Small Business,Bronze
245,C00245,Customer 245,F,36-50,Hyderabad,Central,India,Consumer,Gold
246,C00246,Customer 246,F,50+,Bengaluru,South,India,Consumer,Bronze
247,C00247,Customer 247,F,26-35,Mumbai,West,India,Consumer,Bronze
248,C00248,Customer 248,M,26-35,Hyderabad,Central,India,Small Business,Bronze
249,C00249,Customer 249,M,18-25,Bengaluru,South,India,Consumer,Bronze
250,C00250,Customer 250,M,18-25,Hyderabad,Central,India,Consumer,Silver
251,C00251,Customer 251,F,50+,Kolkata,East,India,Consumer,Gold
252,C00252,Customer 252,F,36-50,Hyderabad,Central,India,Consumer,Bronze
253,C00253,Customer 253,F,36-50,Kolkata,East,India,Consumer,Bronze
254,C00254,Customer 254,F,50+,Delhi,North,India,Consumer,Bronze
255,C00255,Customer 255,M,18-25,Mumbai,West,India,Consumer,Silver
256,C00256,Customer 256,M,50+,Kolkata,East,India,Small Business,Silver
257,C00257,Customer 257,F,50+,Bengaluru,South,India,Consumer,Platinum
258,C00258,Customer 258,M,36-50,Kolkata,East,India,Small Business,Bronze
259,C00259,Customer 259,M,26-35,Bengaluru,South,India,Corporate,Platinum
260,C00260,Customer 260,M,36-50,Hyderabad,Central,India,Consumer,Bronze
261,C00261,Customer 261,F,18-25,Kolkata,East,India,Corporate,Silver
262,C00262,Customer 262,F,18-25,Delhi,North,India,Consumer,Bronze
263,C00263,Customer 263,M,36-50,Mumbai,West,India,Consumer,Silver
264,C00264,Customer 264,F,50+,Mumbai,West,India,Consumer,Silver
265,C00265,Customer 265,F,50+,Delhi,North,India,Consumer,Bronze
266,C00266,Customer 266,M,50+,Bengaluru,South,India,Consumer,Bronze
267,C00267,Customer 267,M,26-35,Mumbai,West,India,Consumer,Silver
268,C00268,Customer 268,M,26-35,Bengaluru,South,India,Consumer,Bronze
269,C00269,Customer 269,M,36-50,Delhi,North,India,Corporate,Silver
270,C00270,Customer 270,F,26-35,Hyderabad,Central,India,Consumer,Gold
271,C00271,Customer 271,M,50+,Hyderabad,Central,India,Consumer,Bronze
272,C00272,Customer 272,F,36-50,Bengaluru,South,India,Corporate,Silver
273,C00273,Customer 273,M,36-50,Bengaluru,South,India,Small Business,Silver
274,C00274,Customer 274,F,50+,Bengaluru,South,India,Consumer,Bronze
275,C00275,Customer 275,F,26-35,Kolkata,East,India,Corporate,Gold
276,C00276,Customer 276,F,18-25,Bengaluru,South,India,Consumer,Gold
277,C00277,Customer 277,M,18-25,Hyderabad,Central,India,Consumer,Silver
278,C00278,Customer 278,F,26-35,Mumbai,West,India,Corporate,Bronze
279,C00279,Customer 279,F,36-50,Bengaluru,South,India,Small Business,Bronze
280,C00280,Customer 280,F,26-35,Kolkata,East,India,Consumer,Bronze
281,C00281,Customer 281,M,36-50,Bengaluru,South,India,Small Business,Gold
282,C00282,Customer 282,M,26-35,Mumbai,West,India,Consumer,Gold
283,C00283,Customer 283,M,50+,Kolkata,East,India,Consumer,Bronze
284,C00284,Customer 284,M,36-50,Delhi,North,India,Consumer,Bronze
285,C00285,Customer 285,F,18-25,Hyderabad,Central,India,Corporate,Bronze
286,C00286,Customer 286,M,26-35,Delhi,North,India,Consumer,Silver
287,C00287,Customer 287,M,18-25,Kolkata,East,India,Corporate,Bronze
288,C00288,Customer 288,M,26-35,Hyderabad,Central,India,Corporate,Bronze
289,C00289,Customer 289,F,26-35,Delhi,North,India,Consumer,Bronze
290,C00290,Customer 290,F,18-25,Delhi,North,India,Small Business,Silver
291,C00291,Customer 291,M,50+,Hyderabad,Central,India,Corporate,Bronze
292,C00292,Customer 292,F,36-50,Kolkata,East,India,Corporate,Bronze
293,C00293,Customer 293,F,26-35,Delhi,North,India,Corporate,Silver
294,C00294,Customer 294,F,26-35,Hyderabad,Central,India,Consumer,Silver
295,C00295,Customer 295,F,50+,Bengaluru,South,India,Consumer,Gold
296,C00296,Customer 296,F,18-25,Delhi,North,India,Consumer,Bronze
297,C00297,Customer 297,M,36-50,Bengaluru,South,India,Small Business,Silver
298,C00298,Customer 298,F,36-50,Hyderabad,Central,India,Consumer,Silver
299,C00299,Customer 299,F,18-25,Mumbai,West,India,Corporate,Bronze
300,C00300,Customer 300,F,50+,Delhi,North,India,Corporate,Silver
301,C00301,Customer 301,F,26-35,Kolkata,East,India,Consumer,Bronze
302,C00302,Customer 302,F,18-25,Hyderabad,Central,India,Corporate,Bronze
303,C00303,Customer 303,M,36-50,Hyderabad,Central,India,Consumer,Bronze
304,C00304,Customer 304,F,50+,Mumbai,West,India,Consumer,Bronze
305,C00305,Customer 305,F,50+,Kolkata,East,India,Consumer,Gold
306,C00306,Customer 306,F,36-50,Mumbai,West,India,Consumer,Silver
307,C00307,Customer 307,M,50+,Delhi,North,India,Consumer,Gold
308,C00308,Customer 308,M,26-35,Bengaluru,South,India,Corporate,Silver
309,C00309,Customer 309,M,26-35,Kolkata,East,India,Consumer,Silver
310,C00310,Customer 310,F,50+,Mumbai,West,India,Small Business,Bronze
311,C00311,Customer 311,F,36-50,Bengaluru,South,India,Consumer,Silver
312,C00312,Customer 312,M,36-50,Hyderabad,Central,India,Consumer,Silver
313,C00313,Customer 313,M,18-25,Bengaluru,South,India,Corporate,Bronze
314,C00314,Customer 314,M,36-50,Kolkata,East,India,Corporate,Silver
315,C00315,Customer 315,F,50+,Bengaluru,South,India,Consumer,Bronze
316,C00316,Customer 316,F,26-35,Delhi,North,India,Corporate,Bronze
317,C00317,Customer 317,F,36-50,Delhi,North,India,Corporate,Silver
318,C00318,Customer 318,F,26-35,Mumbai,West,India,Corporate,Gold
319,C00319,Customer 319,F,26-35,Bengaluru,South,India,Consumer,Bronze
320,C00320,Customer 320,M,50+,Bengaluru,South,India,Consumer,Silver
321,C00321,Customer 321,F,26-35,Mumbai,West,India,Consumer,Bronze
322,C00322,Customer 322,F,50+,Mumbai,West,India,Consumer,Silver
323,C00323,Customer 323,M,26-35,Hyderabad,Central,India,Small Business,Silver
324,C00324,Customer 324,F,36-50,Kolkata,East,India,Consumer,Gold
325,C00325,Customer 325,M,26-35,Hyderabad,Central,India,Consumer,Gold
326,C00326,Customer 326,M,26-35,Delhi,North,India,Consumer,Bronze
327,C00327,Customer 327,F,36-50,Bengaluru,South,India,Corporate,Bronze
328,C00328,Customer 328,F,26-35,Hyderabad,Central,India,Consumer,Silver
329,C00329,Customer 329,M,26-35,Delhi,North,India,Consumer,Silver
330,C00330,Customer 330,F,18-25,Hyderabad,Central,India,Corporate,Bronze
331,C00331,Customer 331,F,26-35,Delhi,North,India,Corporate,Bronze
332,C00332,Customer 332,F,36-50,Delhi,North,India,Consumer,Bronze
333,C00333,Customer 333,F,36-50,Bengaluru,South,India,Consumer,Silver
334,C00334,Customer 334,F,50+,Bengaluru,South,India,Consumer,Bronze
335,C00335,Customer 335,M,36-50,Hyderabad,Central,India,Corporate,Bronze
336,C00336,Customer 336,F,26-35,Mumbai,West,India,Corporate,Silver
337,C00337,Customer 337,F,26-35,Delhi,North,India,Consumer,Bronze
338,C00338,Customer 338,M,18-25,Bengaluru,South,India,Consumer,Gold
339,C00339,Customer 339,F,26-35,Hyderabad,Central,India,Small Business,Gold
340,C00340,Customer 340,F,26-35,Mumbai,West,India,Corporate,Bronze
341,C00341,Customer 341,F,50+,Hyderabad,Central,India,Corporate,Bronze
342,C00342,Customer 342,F,50+,Delhi,North,India,Small Business,Bronze
343,C00343,Customer 343,M,18-25,Mumbai,West,India,Consumer,Silver
344,C00344,Customer 344,F,18-25,Kolkata,East,India,Corporate,Bronze
345,C00345,Customer 345,F,50+,Mumbai,West,India,Consumer,Bronze
346,C00346,Customer 346,M,36-50,Hyderabad,Central,India,Consumer,Bronze
347,C00347,Customer 347,F,36-50,Hyderabad,Central,India,Corporate,Silver
348,C00348,Customer 348,M,26-35,Hyderabad,Central,India,Small Business,Bronze
349,C00349,Customer 349,F,26-35,Mumbai,West,India,Consumer,Silver
350,C00350,Customer 350,M,18-25,Hyderabad,Central,India,Consumer,Silver
351,C00351,Customer 351,F,26-35,Kolkata,East,India,Consumer,Silver
352,C00352,Customer 352,F,26-35,Mumbai,West,India,Consumer,Silver
353,C00353,Customer 353,F,50+,Mumbai,West,India,Corporate,Bronze
354,C00354,Customer 354,F,36-50,Delhi,North,India,Consumer,Platinum
355,C00355,Customer 355,F,18-25,Hyderabad,Central,India,Consumer,Bronze
356,C00356,Customer 356,M,18-25,Hyderabad,Central,India,Consumer,Bronze
357,C00357,Customer 357,F,26-35,Hyderabad,Central,India,Corporate,Bronze
358,C00358,Customer 358,M,26-35,Hyderabad,Central,India,Consumer,Bronze
359,C00359,Customer 359,F,26-35,Bengaluru,South,India,Consumer,Silver
360,C00360,Customer 360,M,26-35,Kolkata,East,India,Consumer,Silver
361,C00361,Customer 361,F,36-50,Kolkata,East,India,Small Business,Bronze
362,C00362,Customer 362,F,36-50,Hyderabad,Central,India,Consumer,Gold
363,C00363,Customer 363,F,26-35,Mumbai,West,India,Small Business,Bronze
364,C00364,Customer 364,M,36-50,Mumbai,West,India,Corporate,Silver
365,C00365,Customer 365,F,50+,Kolkata,East,India,Consumer,Gold
366,C00366,Customer 366,F,18-25,Mumbai,West,India,Consumer,Silver
367,C00367,Customer 367,F,26-35,Kolkata,East,India,Consumer,Bronze
368,C00368,Customer 368,F,50+,Delhi,North,India,Consumer,Silver
